title,authors,year,venue,journal_ref,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
Quantum anomalous Hall effect with high Chern number in two dimensional ferromagnets Ti2TeSO,Panjun Feng; Miao Gao; Xun-Wang Yan; Fengjie Ma,2025,Materials Today Physics 62 (2026) 102050,Materials Today Physics 62 (2026) 102050,"Two-dimensional Chern insulators have emerged as crucial platforms for the realization of the quantum anomalous Hall effect, and as such have attracted significant interest in spintronics and topological quantum physics due to their unique coexistence of spontaneous magnetization and nontrivial topological characteristics. Nonetheless, substantial challenges persist in such systems, encompassing spin entanglement and the possession of only one edge state (Chern number C=1), which significantly hinder their practical applications. Herein, we propose a novel two-dimensional ferromagnetic half-semi-Weyl-metal, monolayer Ti2TeSO, that exhibits exceptional electronic properties. Its majority spin channel possesses only a pair of symmetry-protected Weyl points at the Fermi level, while the states of minority one locate far away from the Fermi level. When spin-orbit coupling is included, a substantial band gap of ~ 92.8 meV is induced at the Weyl points. Remarkably, the emergence of dual dissipationless chiral edge channels and a quantized Hall conductivity plateau at 2e2/h collectively establish monolayer Ti2TeSO as a high-Chern-number insulator with C=2. Furthermore, it is demonstrated that valley polarization can be achieved and controlled through the application of strain and the manipulation of the direction of magnetization. The first-principles calculations, in conjunction with Monte Carlo simulations, yield a Curie temperature of 161 K for monolayer Ti2TeSO, thereby indicating the plausibility of coexistence of valley polarization and topological states at elevated temperatures. These findings could provide a foundation for the development of multi-channels dissipationless transport devices and nonvolatile multistate memory architectures.",https://arxiv.org/abs/2509.02654v1,2509.02654v1,10.1016/j.mtphys.2026.102050,Materials Science,arXiv,{}
Atomistic mechanisms of phase transitions in all-temperature barocaloric material KPF$_6$,Jiantao Wang; Yi-Chi Zhang; Yan Liu; Hongkun Deng; Mingfeng Liu; Yan Sun; Bing Li; Xing-Qiu Chen; Peitao Liu,2025,Journal of Materials Science & Technology 263 (2026) 211-219,Journal of Materials Science & Technology 263 (2026) 211-219,"Conventional barocaloric materials typically exhibit limited operating temperature ranges. In contrast, KPF$_6$ has recently been reported to achieve an exceptional all-temperature barocaloric effect (BCE) via pressure-driven phase transitions. Here, we elucidate the atomistic mechanisms underlying the phase transitions through first-principles calculations and machine-learning potential accelerated molecular dynamics simulations. We identify four distinct phases: the room-temperature cubic (C) plastic crystal characterized by strong fluorine orientational disorder (FOD) and anharmonicity, the intermediate-temperature monoclinic (M-II) phase with decreasing FOD, the low-temperature monoclinic (M-I) phase with suppressed FOD, and the fully ordered rhombohedral (R) phase under pressure. Phonon calculations confirm the dynamic stability of the M-II, M-I, and R phases at 0 K, whereas the C phase requires thermal fluctuations for stabilization. Under pressure, all the C, M-II, and M-I phases transform to the R phase, which are driven by cooperative PF$_6$ octahedral rotations coupled with lattice modulations. These pressure-induced phase transitions result in persistent isothermal entropy changes across a wide temperature range, thereby explaining the experimentally observed all-temperature BCE in this material. Hybrid functional calculations reveal wide-bandgap insulating behavior across all phases. This work deciphers the interplay between FOD, anharmonicity, and phase transitions in KPF$_6$, providing important insights for the design of BCE materials with broad operational temperature spans.",https://arxiv.org/abs/2508.13862v1,2508.13862v1,10.1016/j.jmst.2025.11.009,Materials Science,arXiv,{}
q-Gaussian Crossover in Overlap Spectra towards 3D Edwards-Anderson Criticality,Yaprak Onder; Abbas Ali Saberi; Roderich Moessner,2026,"Physical Review Letters 136 (8), 087103 (2026)","Physical Review Letters 136 (8), 087103 (2026)","We introduce a spectral approach to characterizing the three-dimensional Edwards-Anderson spin glass. By analyzing the eigenvalue statistics of overlap matrices constructed from two-dimensional cross-sections, we identify a crossover from the Wigner semicircle law at high temperatures towards a Gaussian distribution, which is consistently attained near the spin-glass critical point. Visible for different distributions of the random coupling, the Gaussian distribution can potentially serve as a robust spectral indicator of criticality. Remarkably, the spectral density is well-described by Tsallis statistics, with the entropic index $q$ evolving from $q = -1$ (semicircle, $T=\infty$) to $q = 1$ (Gaussian) at $T_c$, revealing a statistical structure inside the paramagnetic phase. We find $q\le 1$ within numerical precision. While the local level statistics remain consistent with GOE statistics, reflecting standard level repulsion, the temperature dependence appears mainly in the global spectral density. Our results present spectral statistics as a computationally efficient complement to multi-replica correlator methods and provide a new perspective on cooperative and critical phenomena in disordered systems.",https://arxiv.org/abs/2603.03513v1,2603.03513v1,10.1103/sdbx-wx5t,Physics,arXiv,{}
Lower bound on the radii of black-hole shadows,Shahar Hod,2026,"Physical Review D 113, 024064 (2026)","Physical Review D 113, 024064 (2026)","The non-linearly coupled Einstein-matter field equations predict the existence of shadows with well-defined boundaries around black holes. We prove that, in spherically symmetric hairy black-hole spacetimes whose matter fields satisfy the weak energy condition, the radii of these shadows are bounded from below by the dimensionless relation $r_{\text{sh}}/r_{\text{H}}\geq 3\sqrt{3}/2$, where $r_{\text{H}}$ is the horizon radius of the central hairy black hole. The characteristic shadow of the (bald) Schwarzschild black-hole spacetime saturates the analytically derived lower bound.",https://arxiv.org/abs/2603.03421v1,2603.03421v1,,Physics,arXiv,{}
Isotope Effects on TEM-driven Turbulence and Zonal Flows in Helical and Tokamak Plasmas,Motoki Nakata; Masanori Nunami; Hideo Sugama; Tomo-Hiko Watanabe,2026,"Physical Review Letters 118, 165002 (2017)","Physical Review Letters 118, 165002 (2017)","Impacts of isotope ion mass on trapped electron mode (TEM) driven turbulence and zonal flows in magnetically confined fusion plasmas are investigated. Gyrokinetic simulations of TEM-driven turbulence in three-dimensional magnetic configuration of LHD plasmas with hydrogen isotope ions and real-mass kinetic electrons are realized for the first time, and the linear and the nonlinear nature of the isotope and collisional effects on the turbulent transport and zonal-flow generation is clarified. It is newly found that combined effects of the collisional TEM stabilization by the isotope ions and the associated increase in the impacts of the steady zonal flows at the near-marginal linear stability lead to the significant transport reduction with the opposite ion mass dependence in comparison to the conventional gyro-Bohm scaling. The universal nature of the isotope effects on the TEM-driven turbulence and zonal flows is verified for a wide variety of toroidal plasmas, e.g., axisymmetric tokamak and non-axisymmetric helical/stellarator systems.",https://arxiv.org/abs/2602.22655v1,2602.22655v1,10.1103/PhysRevLett.118.165002,Physics,arXiv,{}
XY Model with Persistent Noise,Xia-qing Shi; Hugues Chaté; Benoît Mahault,2026,"Physical Review Letters 136, 088302 (2026)","Physical Review Letters 136, 088302 (2026)","We consider a 2D XY model subjected to time-correlated noise, a model of direct relevance to active crystals, which were shown recently to be able to support very large deformations without melting in the presence of persistent fluctuations. We find that our persistent XY model can remain quasi-ordered in spite of correlations decaying much faster than allowed in equilibrium. We then investigate theoretically and numerically the order-disorder transition and conclude that it remains of the Berezinskii-Kosterlitz-Thouless type, but with scaling exponents that vary with the persistence time of the noise.",https://arxiv.org/abs/2602.22028v1,2602.22028v1,10.1103/1zk4-gx9x,Physics,arXiv,{}
Undecidability in Spacetime Geometry via the AdS/CFT Correspondence,Sameer Ahmad Mir; Francesco Marino; Arshid Shabir; Lawrence M. Krauss; Mir Faizal,2026,"Physical Review D 113, L021904 (2026)","Physical Review D 113, L021904 (2026)","Undecidability, a hallmark of Gödel incompleteness theorems, has recently emerged in quantum many-body physics through the spectral gap problem. We demonstrate how this logical limitation can be holographically transmitted to a class of gravitational theories via the AdS/CFT correspondence. By embedding a translationally invariant spin Hamiltonian with undecidable gap status into a large-N gauge theory, we generate an AdS dual in which the selection of dominant bulk saddle (Poincaré AdS or AdS soliton) is itself undecidable. Consequently, under standard semiclassical holographic assumptions, even determining which smooth spacetime geometry emerges from quantum gravity can be beyond the limits of computability.",https://arxiv.org/abs/2601.22761v1,2601.22761v1,10.1103/zqgf-6qp7,Physics,arXiv,{}
Local environmental dependence on weak-lensing shear statistics,Sonia Akter Ema; Md Rasel Hossen; Krzysztof Bolejko; Geraint F. Lewis,2026,"Physical Review D 113, 043540 (2026)","Physical Review D 113, 043540 (2026)","Despite the assumption that an ideal FLRW observer is not dependent on the local environment, observations are biased by the positions of the observers due to the matter correlations in the large-scale structure (LSS) of the universe. The variation of the mass distribution of the LSS of the universe implies that observers residing in different locations may suffer bias in their measurements when they look at the images of distant galaxies. Here, we assess the influence of the local environment on weak gravitational lensing (WL) shear statistics in the context of relativistic $N$-body code, \texttt{gevolution}. We derive numerical constraints on the cosmological parameters from the WL shear angular power spectrum and comment on the local environment's influence on WL shear. We find tighter constraints on the parameter $Ω_\mathrm{m}$ above redshift $z$ = 0.2, which implies over this redshift the local environment's impact is minor. We also investigate the bispectrum and conclude that on average the impact of the local environment on $f_{\rm NL}$ (a measure of non-Gaussianities) is minimal and consistent with zero effect. However, we find that within the assembly of all possible observers/locations, there will also be a few that could infer the parameter $f_{\rm NL}$ of the order 10. These results could thus be used to estimate the uncertainty in the inference of cosmological parameters such as $f_{\rm NL}$ based on WL shear bispectrum and thus may have implications for future surveys requiring precision at the percent level.",https://arxiv.org/abs/2601.19268v1,2601.19268v1,10.1103/q6dw-h7fg,Physics,arXiv,{}
Two-Polariton Blockade via Ultrastrong Light-Matter Coupling,Ting-Ting Ma; Jian Tang; Yun-Lan Zuo; Ran Huang. Adam Miranowicz; Franco Nori; Hui Jing,2026,"Physical Review Letters 136, 033601 (2026)","Physical Review Letters 136, 033601 (2026)","We demonstrate that a two-polariton blockade (2PB) can occur under resonant single-polariton driving in an atom-cavity system operating in the ultrastrong coupling (USC) regime-a phenomenon qualitatively distinct from, and unattainable in, both the strong and weak coupling regimes. In the USC regime, where the ratio of the atom-cavity coupling strength to the cavity resonance frequency exceeds 0.1, hybrid light-matter quasiparticles known as polaritons emerge. By employing modified second- and third-order correlation functions appropriate for the USC regime, we predict the emergence of 2PB, characterized by pronounced two-polariton bunching accompanied by suppressed three-polariton coincidences. This Letter introduces a novel route to achieving 2PB, with promising implications for the realization of multiparticle quantum light sources in the USC regime.",https://arxiv.org/abs/2601.18083v1,2601.18083v1,10.1103/nfz3-txyt,Physics,arXiv,{}
"Comment on ""Aharonov-Bohm Phase is Locally Generated Like All Other Quantum Phases""",Shan Gao,2026,"Physical Review Letters 135, 098901 (2025)","Physical Review Letters 135, 098901 (2025)","Marletto and Vedral [Phys. Rev. Lett. 125, 040401 (2020)] propose that the Aharonov-Bohm (AB) phase is locally mediated by entanglement between a charged particle and the quantized electromagnetic field, asserting gauge independence for non-closed paths. In this Comment, we critically analyze their model and demonstrate that the AB phase arises from the interaction with the vector potential \(\mathbf{A}\), not from entanglement, which is a byproduct of the quantum electrodynamics (QED) framework. We show that their field-based energy formulation, intended to reflect local electromagnetic interactions, is mathematically flawed due to an incorrect prefactor and yields \( +q \mathbf{v} \cdot \mathbf{A}_{\mathbf{s}} \) in the Coulomb gauge, conflicting with QED's \( -q \mathbf{v} \cdot \mathbf{A}_{\mathbf{s}} \). This equivalence to \( q \mathbf{v} \cdot \mathbf{A}_{\mathbf{s}} \) holds only approximately in the Coulomb gauge under static conditions, failing for time-dependent fields and other gauges, undermining their claim of a gauge-independent local mechanism. Furthermore, we confirm that the AB phase is gauge-dependent for non-closed paths, contradicting their assertion. Our analysis reaffirms the conventional explanation in the semi-classical picture, where the AB phase is driven by the vector potential \(\mathbf{A}\), with entanglement playing no causal role in its generation.",https://arxiv.org/abs/2601.17665v1,2601.17665v1,10.1103/v117-v5wn,Physics,arXiv,{}
Magnetoelectric torque in polar magnetic bilayers,Zhong Shen; Jun Chen; Xiaoyan Yao; Shuai Dong,2026,"Physical Review Letters 136, 016702 (2026)","Physical Review Letters 136, 016702 (2026)","Energy-efficient fast switching of spin orientations or textures is a core issue of spintronics, which is highly demanded but remains challenging. Different from the mainstream routes based on spin-transfer torque or spin-orbit torque, here we propose another mechanism coined as magnetoelectric torque to switch the magnetization in polar magnetic bilayers via pure electric field. In some magnetic van der Waals bilayers, when the electrostatic energy of polarization can compensate the interlayer magnetic coupling, a magnetoelectric torque is generated to fastly flip spins within a few picoseconds, which is demonstrated by combining the first-principles calculations, analytic model, as well as atomistic simulations. Such a magnetoelectric torque doesn't rely on the spin-orbit coupling and is generally active in polar magnetic homostructures and heterostructures. Our work provides an alternative route to switch magnetization in nanoscale, which may benefit the energy-saving and fast-response spintronic devices.",https://arxiv.org/abs/2601.08117v1,2601.08117v1,10.1103/l5fd-kpn5,Physics,arXiv,{}
Structural reducibility of hypergraphs,Alec Kirkley; Helcio Felippe; Federico Battiston,2026,"Physical Review Letters 135 (24), 247401 (2025)","Physical Review Letters 135 (24), 247401 (2025)","Higher-order interactions provide a nuanced understanding of the relational structure of complex systems beyond traditional pairwise interactions. However, higher-order network analyses also incur more cumbersome interpretations and greater computational demands than their pairwise counterparts. Here we present an information-theoretic framework for determining the extent to which a hypergraph representation of a networked system is structurally redundant, and for identifying its most critical higher orders of interaction that allow us to remove these redundancies while preserving essential higher-order structure.",https://arxiv.org/abs/2601.02603v1,2601.02603v1,,Physics,arXiv,{}
Demonstration of Discrete-Time Quantum Walks and Observation of Topological Edge States in a Superconducting Qutrit Chain,Kun Zhou; Jian-Wen Xu; Qi-Ping Su; Yu Zhang; Xiang-Min Yu; Zhuang Ma; Han-Yu Zhang; Hong-Yi Shi; Wen Zheng; Shu-Yi Pan; Yi-Hao Kang; Zhi-Guo Huang; Chui-Ping Yang; Shao-Xiong Li; Yang Yu,2026,"Physical Review Letters 135, 250601 (2025)","Physical Review Letters 135, 250601 (2025)","Quantum walk serves as a versatile tool for universal quantum computing and algorithmic research. However, the implementation of discrete-time quantum walks (DTQWs) with superconducting circuits is still constrained by some limitations such as operation precision, circuit depth and connectivity. With improved hardware efficiency by using superconducting qutrits (three-level systems), we experimentally demonstrate a scalable DTQW in a superconducting circuit, observing the ballistic spreading of quantum walk in a qutrit chain. The usage of qutrits in our implementation allows hardware efficiently encoding of the walker position and the coin degree of freedom. By exploiting the flexibility and intrinsic symmetries of qutrit-based DTQWs, we successfully prepare two topological phases in the chain. For the first time, particle-hole-symmetry-protected edge states, bounded at the interface between these two topological phases, are observed in the superconducting platform. Measured parameter dependencies further validate the properties of edge states. The scalability and gate-control compatibility of the demonstrated DTQWs enable a versatile tool for superconducting quantum computing and quantum simulation.",https://arxiv.org/abs/2601.01759v1,2601.01759v1,10.1103/5lm1-2kpk,Physics,arXiv,{}
Observation of robust macroscale structural superlubricity,Minhao Han; Deli Peng; Dinglin Yang; Jin Wang; Yi Zheng; Guofeng Hu; Meng Qi; Yifan Shao; Jiaying Li; Feng Ding; Zhiping Xu; Michael Urbakh; Quanshui Zheng,2026,"Physical Review Letters 136, 076201 (2026)","Physical Review Letters 136, 076201 (2026)","Structural superlubricity (SSL) promises nearly frictionless and wearless sliding, but has until now been considered a special and extreme interfacial phenomenon limited to micro- and nanoscale contacts. Here, we demonstrate robust macroscale SSL within a single sub-millimeter graphite contact. Previously reported near-zero friction coefficients, where friction is nearly independent of normal load, have only been observed at microscale contacts under low loads. Our system expands both contact size and load into the macroscopic regime, exhibiting friction coefficients that fluctuate around zero and reach values as low as $10^{-6}$ across a broad load range from 1 mN to 0.5 N. Negative friction coefficients are also observed. Similar behavior is observed at graphite/MoS$_2$ interfaces, indicating that macroscale SSL is a generalizable phenomenon across flat layered materials. These findings overturn long-standing scaling limitations and establish macroscale SSL as a paradigm-shifting platform for next-generation mechanical and electromechanical systems.",https://arxiv.org/abs/2601.00190v1,2601.00190v1,10.1103/PhysRevLett.136.076201,Physics,arXiv,{}
Ferromagnetic interface engineering of spin-charge conversion in RuO$_2$,Dongchao Yang; Zhaoqing Li; Yu Dai; Lili Lang; Zhong Shi; Zhe Yuan; Shi-Ming Zhou,2025,"Physical Review Letters 136, 026702 (2026)","Physical Review Letters 136, 026702 (2026)","Spin-orbit torque efficiency is conventionally fixed by bulk materials. $D$-wave altermagnets introduce an additional nonrelativistic spin-charge conversion channel beyond inverse spin-Hall effect. Using prototypical candidate RuO$_2$ as an example, we show that the adjacent ferromagnet alone can dictate both the magnitude and sign of spin-charge conversion. Spin-pumping measurements on RuO$_2$/Y$_3$Fe$_5$O$_{12}$ (YIG) and RuO$_2$/Ni$_{80}$Fe$_{20}$ (Py) bilayers yield opposite effective spin-Hall angles that persist across crystalline and polycrystalline RuO$_2$. Inserting an ultrathin Au spacer at the RuO$_2$/YIG interface reverses the signal, envidencing a dominant interfacial inverse Rashba-Edelstein effect, whereas RuO$_2$/Py is governed by bulk inverse spin-Hall effect. First-principles calculations trace this dichotomy to interface-selective band hybridization: Rashba surface states survive at the insulating YIG contact yet are quenched by metallic Py. Our findings establish ferromagnetic interfacing as a deterministic knob for tailoring spin-charge conversion in altermagnetic oxides, paving the way to field-free, low-dissipation spintronic memory devices.",https://arxiv.org/abs/2512.21100v1,2512.21100v1,10.1103/rc4k-rf1p,Physics,arXiv,{}
Energy bounds and ergoregion instability in Einstein-Maxwell-Scalar field models,Filipe C. Mena; João M. Oliveira,2025,Physical Review D 112 (2025) 064093,Physical Review D 112 (2025) 064093,"We investigate energy bounds and the stability of stationary asymptotically flat spacetimes with an ergoregion and no future horizon in the context of Einstein-Maxwell-Scalar field models which naturally arise in Kaluza-Klein and String theories. In order to do that we consider scalar field perturbations non-minimally coupled to a background electromagnetic field. We show that there is compactly supported initial data such that the initial energy flux across the initial Cauchy hypersurface is negative and that the energy flux decreases with time. Then, considering arguments due to J. Friedman and G. Moschidis, this indicates that the energy flux diverges for those solutions and such spacetimes with an ergoregion are unstable.",https://arxiv.org/abs/2512.19618v1,2512.19618v1,10.1103/f4x3-d69h,Physics,arXiv,{}
The domain of soft hadrons in transverse momentum space in high energy collisions,Jun Song; Hai-hong Li; Feng-lan Shao,2025,"Physical Review D 112, 114025 (2025)","Physical Review D 112, 114025 (2025)","By studying experimental data for invariant transverse momentum distribution $f(p_{T})$ of hadrons in high energy $pp$, $p$A and AA collisions, we find two characteristic $p_{T}$ points relating to the behavior of $\left[\ln f(p_{T})\right]^{''}$, i.e., the second derivative of the logarithm of hadronic $p_{T}$ spectrum with respect to $p_{T}$. One point is $p_{0}$ at which $\left[\ln f(p_{T})\right]^{''}$ is zero and another point is $p_{1}$ at which $\left[\ln f(p_{T})\right]^{''}$ reaches maximum. \bz{The hadronic distribution can be classified into three kinetic regions, i.e., soft region $0<p_{T}<p_{0}$ dominated by hadrons from soft parton system, hard region $p_{T}>p_{1}$ dominated by hadrons from high energy partonic jet, and the transition region $p_{0}<p_{T}<p_{1}$ of above two sources of hadron production.} Using rich data of hadronic $p_{T}$ spectra at RHIC and LHC, we carry out a systematical analysis for $p_{0}$ and $p_{1}$ of kaon, $K^{*}$, $φ$ and baryons such as $p$, $Λ$, $Ξ$, $Ω$ in $pp$, $p$-Pb and heavy-ion collisions, and show their dependence on hadron species, collision energy, collision centrality and/or charged-particle multiplicity. We also study the correlation between $p_{0}$ of hadrons and their average transverse momentum $\left\langle p_{T}\right\rangle $, and find a difference between $p_{0}$-$\left\langle p_{T}\right\rangle $ correlation of baryons and that of mesons which can be understood by quark combination mechanism at hadronization. The systematic comparison for $p_{0}$-$\left\langle p_{T}\right\rangle $ correlation of kaon, $φ$, $p$ and $Λ$ in $pp$, $p$-Pb, Pb-Pb and Au+Au collisions at RHIC and LHC energies indicates that $p_{0}$ is a sensitive physical quantity of reflecting the production property of soft hadrons in high energy collisions.",https://arxiv.org/abs/2512.15178v1,2512.15178v1,10.1103/9jjq-4pqs,Physics,arXiv,{}
Blandford-Znajek Jets and the Total Angular Momentum Evolution of a Black Hole Connected to a Cosmic String,Ishan Swamy; Deobrat Singh,2025,"Journal = Physical Review D, volume = 112, issue = 4, pages = 043034, year = 2025, month = August, publisher = American Physical Society","Journal = Physical Review D, volume = 112, issue = 4, pages = 043034, year = 2025, month = August, publisher = American Physical Society","Rotating black holes with strong magnetic fields lead to an outward energy flux in the form of jets governed by the Blandford-Znajek mechanism. These jets depend on factors such as accretion rate, magnetic flux and the spin of the black hole. When such rotating black holes get attached to a cosmic string, it leads to a further rotational energy extraction, leading to a reduced spin. We consider such a system and investigate the effect this reduced spin has on the jet power and its dependence on the cosmic string tension, $μ$. It is shown that for a constant magnetic flux and accretion rate, the jet energy flux is inversely proportional to $μ^2$. Interestingly, the rate of this energy flux varies with time and is again dependent on $μ$. We also study the total angular momentum evolution of the black hole by considering four major effects: accretion, jets, cosmic string energy extraction and the Bardeen-Petterson effect. Further, we attempt to analyse the condition for the spin-down of a black hole due to these effects and find out that it is possible for both small and large string tensions, with a higher possibility for larger string tensions. Another interesting phenomenon that has been proposed is the alignment of the jet with the cosmic string. Additionally, the Bardeen-Petterson effect also leads to alignment or misalignment of the inner and outer disks depending on the alignment of the string. In this manuscript we propose that these results might have an observable effect and hence could serve as a potential detection method for cosmic strings.",https://arxiv.org/abs/2512.09966v1,2512.09966v1,10.1103/58tc-v253,Physics,arXiv,{}
Testing the weak equivalence principle for nonclassical matter with torsion balances,Roberto Onofrio; Alexander R. H. Smith; Lorenza Viola,2025,"Physical Review D 112, 124014 (2025)","Physical Review D 112, 124014 (2025)","We propose tests of the weak equivalence principle (WEP) using a torsion balance, in which superposition of energy eigenstates are created in a controllable way for the test masses. After general considerations on the significance of tests of the WEP using quantum states and the need for considering inertial and gravitational masses as operators, we develop a model to derive the matrix elements of the free-fall operator, showing that the variance of the acceleration operator, in addition to its mean, enables estimation of violations of the WEP due to quantum coherence in a way that is robust with respect to shot-to-shot fluctuations. Building on this analysis, we demonstrate how the validity of the WEP may be tested in a torsion balance setup, by accessing the mean and variance of a torque operator we introduce and quantize. Due to the long acquisition times of the signal as compared to the timescale on which coherent superposition states may survive, we further propose a dynamical setting, where the torsion balance is subject to a time-dependent gravitational field, and measurements of angular acceleration encode possible violations of the WEP.",https://arxiv.org/abs/2512.06333v1,2512.06333v1,10.1103/r2ts-fsjj,Physics,arXiv,{}
Squared-field cross-correlation between kinetic Sunyaev-Zel'dovich effect and 21-cm intensity mapping,Zi-Yan Yuwen; Yu-Er Jiang; Yin-Zhe Ma; Paul La Plante; Adam Lidz; Yan Gong,2025,"Physical Review D 113, 023503 (2026)","Physical Review D 113, 023503 (2026)","Neutral hydrogen (HI) 21-cm intensity mapping is an effective method to track the distribution of baryonic matter, and extract astrophysical and cosmological information. The 21-cm intensity field has a nonvanishing cross-correlation with the kinetic Sunyaev-Zel'dovich (kSZ) effect that traces the velocity and density perturbations of free electrons. By using the linear perturbation theory, in this paper we calculate analytically, for the first time, the cross-correlation between the squared kSZ field and the projection of the squared HI intensity mapping field with the flat-sky approximation. This statistic remains nonvanishing even after the long-wavelength line-of-sight modes ($k_{\parallel}$) are removed due to foreground contamination. We further forecast for the prospects of detection with the SKA-MID 21-cm intensity mapping experiments (redshifts in range of $0.3 < z < 1$), and the kSZ maps measured by the Atacama Cosmology Telescope (ACT) and Simons Observatory (SO). The predicted cumulative signal-to-noise ratio is $1.92$ for SKA-ACT and $3.99$ for SKA-SO. These results show a possible on-the-edge detection on the cross-correlation signal at low redshifts, which in turn could serve as a validation step toward using it for the Epoch of Reionization studies.",https://arxiv.org/abs/2512.05588v2,2512.05588v2,10.1103/kvtx-zytg,Physics,arXiv,{}
Deviations from the Isobaric Multiplet Mass Equation due to threshold states,R. J. Charity; J. Okołowicz; M. Płoszajczak; L. G. Sobotka; K. W. Brown,2025,Physical Review Letters 135 (2025) 242502,Physical Review Letters 135 (2025) 242502,"Recent studies have completed the A=16 isospin quintets for states with spin/parity Jπ =0+ and 2+. The dependence of their masses as a function of isospin projection shows evidence for deviations from quadratic behavior indicating isospin violation beyond the expectation from two- body forces. The deviation is most pronounced for the 2+ states. Predictions from the Shell Model Embedded in the Continuum (SMEC) allow us to explain that this isospin violation is associated with a modification of the nuclear structure due to the open-quantum-system nature of the proton- rich members of the quintet. In particular, the 0+ and 2+ states in 16Ne and the 2+ state in 16F are threshold resonances located just above a proton-decay threshold where s-wave coupling to the continuum is expected. The measured deviations of these threshold states from the quadratic behavior of the remaining members of the multiplets makes it possible to obtain information on the magnitude and the energy dependence of the continuum-coupling energy correction. Continuum coupling is also indicated for the ground state of 8C, but this time through p-wave coupling.",https://arxiv.org/abs/2511.14674v2,2511.14674v2,10.1103/zy1j-mynp,Physics,arXiv,{}
Room-Temperature Electrical Readout of Spin Defects in van der Waals Materials,Shihao Ru; Liheng An; Haidong Liang; Zhengzhi Jiang; Zhiwei Li; Xiaodan Lyu; Feifei Zhou; Hongbing Cai; Yuzhe Yang; Ruihua He; Robert Cernansky; Edwin Hang Tong Teo; Manas Mukherjee; Andrew A. Bettiol; Jesus Zúñiga-Perez; Fedor Jelezko; Weibo Gao,2025,"Physical Review Letters 135, 220802 (2025)","Physical Review Letters 135, 220802 (2025)","Negatively charged boron vacancy ($\mathrm{V_B^-}$) in hexagonal boron nitride (hBN) is the most extensively studied room-temperature quantum spin system in two-dimensional (2D) materials. Nevertheless, the current effective readout of $\mathrm{V_B^-}$ spin states is carried out by systematically optical methods. This limits their exploitation in compact and miniaturized quantum devices, which would otherwise hold substantial promise to address quantum sensing and quantum information tasks. In this study, we demonstrated a photoelectric spin readout technique for $\mathrm{V_B^-}$ spins in hBN. The observed photocurrent signals stem from the spin-dependent ionization dynamics of boron vacancies, mediated by spin-dependent non-radiative transitions to a metastable state. We further extend this electrical detection technique to enable the readout of dynamical decoupling sequences, including the Carr-Purcell-Meiboom-Gill (CPMG) protocols, and of nuclear spins via electron-nuclear double resonance. These results provide a pathway toward on-chip integration and real-field exploitation of quantum functionalities based on 2D material platforms.",https://arxiv.org/abs/2511.08874v2,2511.08874v2,10.1103/dlzw-dhsr,Physics,arXiv,{}
Broad Feshbach resonance with a large background scattering length in a fermionic atom-molecule mixture,Zhen Su; Tong-Hui Shou; Huan Yang; Jin Cao; Bo-Yuan Wang; Ting Xie; Jun Rui; Bo Zhao; Jian-Wei Pan,2025,"Physical Review Letters 135, 213401 (2025)","Physical Review Letters 135, 213401 (2025)","We report the observation of a broad magnetic Feshbach resonance with a large background scattering length in an ultracold fermionic mixture of $^{23}$Na$^{40}$K molecules and $^{40}$K atoms, with both species prepared in their lowest hyperfine states. The Feshbach resonance is characterized by measuring resonantly enhanced loss rates and elastic scattering cross sections via cross-species thermalization. The large background scattering length can drive the atom-molecule mixture into the hydrodynamic regime when the magnetic field is far from the resonance. We observe that the center-of-mass motions of the atoms and molecules are phase-locked and oscillate with a common frequency due to hydrodynamic drag effects. This broad atom-molecule Feshbach resonance with its large background scattering length opens up a new avenue towards studying strongly interacting fermionic gases with mass imbalance.",https://arxiv.org/abs/2511.06772v1,2511.06772v1,10.1103/95nd-4tzv,Physics,arXiv,{}
Analytical solutions of bound timelike geodesic orbits in effective-one-body frame,Chen Zhang; Wen-Biao Han,2025,"Physical Review D 112(10):104012,2025","Physical Review D 112(10):104012,2025","We derive the approximate analytical solutions of the bound timelike geodesic orbits in the effective-one-body (EOB) frame with extreme-mass ratio limit. The analytical solutions are expressed in terms of the elliptic integrals using Mino time $λ$ as the independent variable. Since Mino time decouples the $r$ and $θ$-motion, we also give explicit expressions for three orbital frequencies $Ω_r, ~Ω_θ, ~Ω_φ$ using the Fourier series expansion. With these analytical expressions at hand, we can perform Fourier expansions in Mino time $λ$ for any function expressed in terms of the coordinates $(r,θ,φ)$. In particular, the observer's time t is decomposed into Mino time $λ$, and the frequency-domain description is constructed from the $λ$-Fourier expansion and the expansion of t. These analytical expressions are quite simple to implement, and can be applicable for calculating gravitational waves (GWs) from extreme mass-ratio inspirals (EMRIs) with the frequency-domain Teukolsky equation.",https://arxiv.org/abs/2511.06684v1,2511.06684v1,10.1103/7g4q-5crv,Physics,arXiv,{}
